number,value,datetime_start,datetime_complete,duration,params_criterion,params_lags,params_lags_past_covariates,params_min_samples_leaf,params_min_samples_split,params_n_estimators,params_usar_max_depth,state
347,48.51115580777618,2025-11-15 17:25:45.555967,2025-11-15 17:25:56.286512,0 days 00:00:10.730545,friedman_mse,30,2,8,12,318,False,COMPLETE
348,48.24710861888674,2025-11-15 17:25:56.364686,2025-11-15 17:26:06.125822,0 days 00:00:09.761136,friedman_mse,29,1,8,10,271,False,COMPLETE
349,47.68069242745459,2025-11-15 17:26:06.170147,2025-11-15 17:26:16.264835,0 days 00:00:10.094688,friedman_mse,30,1,8,11,308,False,COMPLETE
350,49.1383240953574,2025-11-15 17:26:16.286693,2025-11-15 17:26:29.631645,0 days 00:00:13.344952,friedman_mse,29,2,8,12,343,False,COMPLETE
351,47.6384017934434,2025-11-15 17:26:29.659916,2025-11-15 17:26:40.138063,0 days 00:00:10.478147,friedman_mse,30,1,8,11,304,False,COMPLETE
352,48.51723706009974,2025-11-15 17:26:40.193834,2025-11-15 17:26:50.732932,0 days 00:00:10.539098,friedman_mse,30,2,8,12,317,False,COMPLETE
353,51.40574548779922,2025-11-15 17:26:50.856007,2025-11-15 17:27:02.059239,0 days 00:00:11.203232,poisson,29,3,8,11,299,False,COMPLETE
354,48.02023637977213,2025-11-15 17:27:02.094860,2025-11-15 17:27:15.917008,0 days 00:00:13.822148,friedman_mse,30,1,8,11,374,False,COMPLETE
355,48.39933486510034,2025-11-15 17:27:15.997961,2025-11-15 17:27:30.283045,0 days 00:00:14.285084,friedman_mse,29,1,8,12,371,False,COMPLETE
356,48.66135973722973,2025-11-15 17:27:30.296024,2025-11-15 17:27:43.078574,0 days 00:00:12.782550,friedman_mse,30,2,8,12,337,False,COMPLETE
357,48.030077824429036,2025-11-15 17:27:43.093001,2025-11-15 17:27:57.103541,0 days 00:00:14.010540,friedman_mse,30,1,8,11,372,False,COMPLETE
358,48.03552726419738,2025-11-15 17:27:57.239264,2025-11-15 17:28:11.578992,0 days 00:00:14.339728,friedman_mse,30,1,8,12,381,False,COMPLETE
359,47.96821511006385,2025-11-15 17:28:11.599342,2025-11-15 17:28:25.980604,0 days 00:00:14.381262,friedman_mse,29,1,7,12,391,False,COMPLETE
360,49.24661072569741,2025-11-15 17:28:26.042045,2025-11-15 17:28:41.737417,0 days 00:00:15.695372,friedman_mse,29,3,7,12,397,False,COMPLETE
361,48.83248269942994,2025-11-15 17:28:41.829909,2025-11-15 17:28:56.748152,0 days 00:00:14.918243,friedman_mse,29,2,7,12,391,False,COMPLETE
362,48.11947558517334,2025-11-15 17:28:56.803296,2025-11-15 17:29:10.966739,0 days 00:00:14.163443,friedman_mse,29,1,7,12,368,True,COMPLETE
363,48.144327061914375,2025-11-15 17:29:11.012314,2025-11-15 17:29:25.551662,0 days 00:00:14.539348,friedman_mse,29,1,7,12,367,True,COMPLETE
364,48.837879654033046,2025-11-15 17:29:25.564698,2025-11-15 17:29:40.347517,0 days 00:00:14.782819,friedman_mse,29,2,7,13,397,True,COMPLETE
365,48.144327061914375,2025-11-15 17:29:40.440157,2025-11-15 17:29:55.020544,0 days 00:00:14.580387,friedman_mse,29,1,7,12,367,False,COMPLETE
366,49.784149851406006,2025-11-15 17:29:55.259006,2025-11-15 17:30:15.673555,0 days 00:00:20.414549,friedman_mse,29,11,8,12,414,True,COMPLETE
367,49.8361164066707,2025-11-15 17:30:15.686713,2025-11-15 17:30:29.299828,0 days 00:00:13.613115,friedman_mse,18,2,8,13,352,True,COMPLETE
368,48.82119046242686,2025-11-15 17:30:29.381321,2025-11-15 17:30:47.033945,0 days 00:00:17.652624,friedman_mse,30,9,7,12,344,True,COMPLETE
369,48.03513444066796,2025-11-15 17:30:47.133828,2025-11-15 17:31:01.353301,0 days 00:00:14.219473,friedman_mse,30,1,8,12,383,True,COMPLETE
370,47.92012469224473,2025-11-15 17:31:01.365979,2025-11-15 17:31:12.085499,0 days 00:00:10.719520,friedman_mse,30,1,8,11,327,True,COMPLETE
371,48.66317880319676,2025-11-15 17:31:12.129685,2025-11-15 17:31:27.415626,0 days 00:00:15.285941,friedman_mse,30,2,8,11,422,True,COMPLETE
372,52.50604614847278,2025-11-15 17:31:27.493265,2025-11-15 17:31:38.823868,0 days 00:00:11.330603,friedman_mse,30,1,15,12,331,True,COMPLETE
373,48.66710464171122,2025-11-15 17:31:38.882079,2025-11-15 17:31:54.254811,0 days 00:00:15.372732,friedman_mse,30,2,8,11,390,True,COMPLETE
374,46.680100447174716,2025-11-15 17:31:54.290148,2025-11-15 17:31:58.527920,0 days 00:00:04.237772,friedman_mse,30,1,8,11,13,True,COMPLETE
375,49.29942549393659,2025-11-15 17:31:58.541002,2025-11-15 17:32:12.918195,0 days 00:00:14.377193,friedman_mse,30,3,8,13,336,True,COMPLETE
376,48.39933486510034,2025-11-15 17:32:13.025725,2025-11-15 17:32:28.004779,0 days 00:00:14.979054,friedman_mse,29,1,8,11,371,True,COMPLETE
377,48.21968525701955,2025-11-15 17:32:28.158568,2025-11-15 17:32:39.665189,0 days 00:00:11.506621,friedman_mse,30,2,7,11,321,True,COMPLETE
378,50.19102449352404,2025-11-15 17:32:39.748447,2025-11-15 17:32:53.524065,0 days 00:00:13.775618,friedman_mse,29,1,8,40,397,True,COMPLETE
379,48.14440644784715,2025-11-15 17:32:53.586788,2025-11-15 17:32:58.257707,0 days 00:00:04.670919,friedman_mse,30,2,8,12,27,True,COMPLETE
380,47.993787356567715,2025-11-15 17:32:58.361564,2025-11-15 17:33:02.537288,0 days 00:00:04.175724,friedman_mse,29,1,7,13,17,True,COMPLETE
381,47.34189958101358,2025-11-15 17:33:02.551894,2025-11-15 17:33:16.242540,0 days 00:00:13.690646,friedman_mse,30,1,7,13,353,True,COMPLETE
382,48.73881371206907,2025-11-15 17:33:16.264600,2025-11-15 17:33:27.670133,0 days 00:00:11.405533,friedman_mse,30,3,7,14,318,True,COMPLETE
383,50.047957060744224,2025-11-15 17:33:27.761703,2025-11-15 17:33:32.306720,0 days 00:00:04.545017,friedman_mse,14,2,7,13,16,True,COMPLETE
384,47.83107108223194,2025-11-15 17:33:32.383209,2025-11-15 17:33:37.040251,0 days 00:00:04.657042,friedman_mse,29,1,7,13,15,True,COMPLETE
385,48.18098740829866,2025-11-15 17:33:37.066532,2025-11-15 17:33:41.587605,0 days 00:00:04.521073,friedman_mse,29,1,7,14,13,True,COMPLETE
386,48.41221354487354,2025-11-15 17:33:41.706409,2025-11-15 17:33:45.892653,0 days 00:00:04.186244,friedman_mse,29,2,7,15,16,True,COMPLETE
387,50.428791460653756,2025-11-15 17:33:45.906594,2025-11-15 17:33:49.977241,0 days 00:00:04.070647,friedman_mse,28,1,7,13,20,True,COMPLETE
388,49.29247457209001,2025-11-15 17:33:49.992092,2025-11-15 17:33:54.370553,0 days 00:00:04.378461,friedman_mse,29,2,7,14,13,True,COMPLETE
389,48.18098740829866,2025-11-15 17:33:54.447875,2025-11-15 17:33:59.015250,0 days 00:00:04.567375,friedman_mse,29,1,7,13,13,True,COMPLETE
390,50.900782058864266,2025-11-15 17:33:59.049704,2025-11-15 17:34:03.300843,0 days 00:00:04.251139,friedman_mse,28,1,7,13,12,True,COMPLETE
391,48.793854930089594,2025-11-15 17:34:03.399532,2025-11-15 17:34:07.587866,0 days 00:00:04.188334,friedman_mse,30,2,8,34,11,True,COMPLETE
392,47.642212925916716,2025-11-15 17:34:07.687148,2025-11-15 17:34:17.554893,0 days 00:00:09.867745,friedman_mse,30,1,8,13,301,True,COMPLETE
393,49.20823668256294,2025-11-15 17:34:17.638867,2025-11-15 17:34:22.183297,0 days 00:00:04.544430,friedman_mse,29,3,7,14,12,True,COMPLETE
394,45.888037924072144,2025-11-15 17:34:22.241593,2025-11-15 17:34:26.630940,0 days 00:00:04.389347,friedman_mse,30,1,7,15,15,True,COMPLETE
395,50.91394841269842,2025-11-15 17:34:26.644310,2025-11-15 17:34:31.016652,0 days 00:00:04.372342,absolute_error,30,2,7,13,12,True,COMPLETE
396,47.83107108223194,2025-11-15 17:34:31.042610,2025-11-15 17:34:35.302024,0 days 00:00:04.259414,friedman_mse,29,1,7,14,15,True,COMPLETE
397,50.7099272427176,2025-11-15 17:34:35.383496,2025-11-15 17:34:39.930295,0 days 00:00:04.546799,friedman_mse,28,2,7,15,15,True,COMPLETE
398,48.48558729473398,2025-11-15 17:34:39.949505,2025-11-15 17:34:44.413143,0 days 00:00:04.463638,friedman_mse,29,12,7,15,14,True,COMPLETE
399,47.993787356567715,2025-11-15 17:34:44.428933,2025-11-15 17:34:48.372107,0 days 00:00:03.943174,friedman_mse,29,1,7,14,17,True,COMPLETE
