number,value,datetime_start,datetime_complete,duration,params_lags,params_lags_past_covariates,params_learning_rate,params_max_depth,params_n_estimators,params_subsample,state
315,256.30848122305235,2025-11-16 02:13:30.263198,2025-11-16 02:13:38.579230,0 days 00:00:08.316032,9,3,0.6889729180214245,11,27,0.3513526755294297,COMPLETE
316,248.22770074825857,2025-11-16 02:13:38.617679,2025-11-16 02:13:45.360383,0 days 00:00:06.742704,10,1,1.837234887987764e-05,11,44,0.16122831244537464,COMPLETE
317,251.18360051544397,2025-11-16 02:13:45.402604,2025-11-16 02:13:54.489443,0 days 00:00:09.086839,9,3,0.24312070746877076,11,30,0.4409913405183589,COMPLETE
318,252.0007817004811,2025-11-16 02:13:54.555068,2025-11-16 02:14:06.063257,0 days 00:00:11.508189,8,2,0.5164994156174907,12,23,0.33023229485455385,COMPLETE
319,243.74928381643878,2025-11-16 02:14:06.105368,2025-11-16 02:14:08.525217,0 days 00:00:02.419849,11,2,0.1769090353970198,10,20,0.38222077345942435,COMPLETE
320,239.85068763893318,2025-11-16 02:14:08.664408,2025-11-16 02:14:17.109011,0 days 00:00:08.444603,10,1,0.2676509588604132,12,24,0.31001495368090276,COMPLETE
321,240.98722440186435,2025-11-16 02:14:17.148173,2025-11-16 02:14:22.328631,0 days 00:00:05.180458,7,1,0.3474629630167696,11,36,0.36661842827215635,COMPLETE
322,240.18694725530858,2025-11-16 02:14:22.396142,2025-11-16 02:14:35.842228,0 days 00:00:13.446086,9,2,0.7414915758090513,12,27,0.34066150888116953,COMPLETE
323,246.4492764780705,2025-11-16 02:14:35.955113,2025-11-16 02:14:53.360518,0 days 00:00:17.405405,10,4,0.21858165694629367,12,21,0.421455214705898,COMPLETE
324,267.41674878626884,2025-11-16 02:14:53.461000,2025-11-16 02:14:56.618054,0 days 00:00:03.157054,12,1,0.49132972819107146,11,17,0.3202593510532803,COMPLETE
325,243.42680269466237,2025-11-16 02:14:56.659744,2025-11-16 02:15:08.727460,0 days 00:00:12.067716,9,3,0.3629431413207091,12,18,0.3005986559595701,COMPLETE
326,250.42976432835735,2025-11-16 02:15:08.778423,2025-11-16 02:15:24.350860,0 days 00:00:15.572437,8,2,0.29329359089202345,12,32,0.35765786801005744,COMPLETE
327,245.06613724468238,2025-11-16 02:15:24.452629,2025-11-16 02:16:28.569841,0 days 00:01:04.117212,11,15,0.14247150948458362,12,26,0.3946434389700176,COMPLETE
328,294.38123729903,2025-11-16 02:16:28.608716,2025-11-16 02:16:42.817752,0 days 00:00:14.209036,10,3,0.9851775006743195,12,21,0.3395050499911865,COMPLETE
329,250.2682216004152,2025-11-16 02:16:42.917902,2025-11-16 02:16:43.601629,0 days 00:00:00.683727,7,4,0.23899726787996822,3,11,0.3706567871006064,COMPLETE
330,227.90039393861926,2025-11-16 02:16:43.711973,2025-11-16 02:16:44.731375,0 days 00:00:01.019402,8,1,0.6474818739033741,9,19,0.2701689725629907,COMPLETE
331,244.20739466942578,2025-11-16 02:16:44.830506,2025-11-16 02:16:50.726866,0 days 00:00:05.896360,9,9,0.4448284699946627,11,8,0.1236234305906557,COMPLETE
332,249.74433025413845,2025-11-16 02:16:50.857330,2025-11-16 02:18:25.758697,0 days 00:01:34.901367,10,25,0.29755985297805576,12,24,0.32048311707755306,COMPLETE
333,234.04271998700477,2025-11-16 02:18:25.824014,2025-11-16 02:18:40.157111,0 days 00:00:14.333097,11,2,0.18085088568687485,12,28,0.34558291117472395,COMPLETE
334,243.72330576491785,2025-11-16 02:18:40.200641,2025-11-16 02:19:03.403819,0 days 00:00:23.203178,9,2,0.5460123241839479,11,106,0.30571096261731134,COMPLETE
335,230.32932333310578,2025-11-16 02:19:03.472787,2025-11-16 02:19:06.146306,0 days 00:00:02.673519,8,1,0.3578924769199013,12,6,0.2220731558151256,COMPLETE
336,258.0216286566113,2025-11-16 02:19:06.183756,2025-11-16 02:19:31.281602,0 days 00:00:25.097846,10,3,0.2299776774945338,11,86,0.408798113295065,COMPLETE
337,247.7557101555009,2025-11-16 02:19:31.338030,2025-11-16 02:19:37.807456,0 days 00:00:06.469426,12,1,0.00276548302922664,12,17,0.32986691998144174,COMPLETE
338,255.6063182186755,2025-11-16 02:19:37.848201,2025-11-16 02:19:44.138622,0 days 00:00:06.290421,9,2,0.40885473102935876,12,12,0.38519522979418913,COMPLETE
339,235.68357703625503,2025-11-16 02:19:44.178020,2025-11-16 02:19:51.954774,0 days 00:00:07.776754,10,1,0.12168846048934749,12,22,0.35533990768286533,COMPLETE
340,259.24859967647,2025-11-16 02:19:51.993949,2025-11-16 02:19:56.903236,0 days 00:00:04.909287,11,2,0.31437499116568834,11,19,0.28492657332007887,COMPLETE
341,242.35745084278042,2025-11-16 02:19:56.970116,2025-11-16 02:20:05.706979,0 days 00:00:08.736863,8,3,0.5004045838707962,12,13,0.3051810990444772,COMPLETE
342,267.367452375952,2025-11-16 02:20:05.760019,2025-11-16 02:20:39.813317,0 days 00:00:34.053298,6,2,0.2519226773649495,12,73,0.3311497322386324,COMPLETE
343,245.78437716255831,2025-11-16 02:20:39.937268,2025-11-16 02:20:49.238819,0 days 00:00:09.301551,7,1,0.18281463607911883,12,31,0.37398090684210156,COMPLETE
344,273.1191514149758,2025-11-16 02:20:49.308898,2025-11-16 02:22:23.482219,0 days 00:01:34.173321,16,2,0.7412083009539857,11,393,0.1448320145832655,COMPLETE
345,227.59605873527775,2025-11-16 02:22:23.523233,2025-11-16 02:22:27.247269,0 days 00:00:03.724036,9,1,0.39402443398676634,12,9,0.3503754754957192,COMPLETE
346,240.01627434609614,2025-11-16 02:22:27.310418,2025-11-16 02:22:30.868052,0 days 00:00:03.557634,10,3,0.29441331352730193,10,25,0.31817469870573717,COMPLETE
347,232.14528065495028,2025-11-16 02:22:30.906801,2025-11-16 02:22:44.591401,0 days 00:00:13.684600,9,1,0.5526572228528467,12,41,0.18313032617112826,COMPLETE
348,228.4222868113252,2025-11-16 02:22:44.633740,2025-11-16 02:23:02.267997,0 days 00:00:17.634257,11,2,0.20108289884049338,12,34,0.25386640144885625,COMPLETE
349,248.1116412191359,2025-11-16 02:23:02.338427,2025-11-16 02:23:37.264110,0 days 00:00:34.925683,13,11,0.38046745077501803,12,18,0.29493230248657953,COMPLETE
350,226.91135400985485,2025-11-16 02:23:37.304630,2025-11-16 02:23:44.413843,0 days 00:00:07.109213,8,3,0.2618340106712803,11,23,0.6195802298411561,COMPLETE
351,241.53134833872213,2025-11-16 02:23:44.500376,2025-11-16 02:23:58.646286,0 days 00:00:14.145910,10,2,0.32162690228910756,12,28,0.3892937930693548,COMPLETE
352,236.92820362439744,2025-11-16 02:23:58.723041,2025-11-16 02:24:04.792092,0 days 00:00:06.069051,9,4,0.459429828712587,11,16,0.35811717829045203,COMPLETE
353,235.61762840608853,2025-11-16 02:24:04.832158,2025-11-16 02:24:09.726386,0 days 00:00:04.894228,10,1,0.6654956499289332,12,14,0.341218619921533,COMPLETE
354,247.55245999210916,2025-11-16 02:24:09.809682,2025-11-16 02:24:40.751091,0 days 00:00:30.941409,7,3,0.15299914084999153,12,49,0.3725161270405246,COMPLETE
355,232.57939409004524,2025-11-16 02:24:40.837703,2025-11-16 02:24:44.034111,0 days 00:00:03.196408,8,1,0.2155993108794165,11,20,0.2755996589394556,COMPLETE
356,237.95572320622267,2025-11-16 02:24:44.123574,2025-11-16 02:24:57.508429,0 days 00:00:13.384855,11,2,0.08026912666257786,12,26,0.3232332200055273,COMPLETE
357,233.63761992202998,2025-11-16 02:24:57.567326,2025-11-16 02:24:59.084316,0 days 00:00:01.516990,9,2,0.341680688326534,10,10,0.30486319042213256,COMPLETE
358,221.01169190163918,2025-11-16 02:24:59.122309,2025-11-16 02:25:06.755479,0 days 00:00:07.633170,10,1,0.44020284448264135,12,22,0.2014259811097913,COMPLETE
359,237.34515534431358,2025-11-16 02:25:06.839300,2025-11-16 02:25:15.173109,0 days 00:00:08.333809,12,1,0.4291155719871809,12,22,0.10593035983008434,COMPLETE
360,236.93359381654545,2025-11-16 02:25:15.228284,2025-11-16 02:25:21.808062,0 days 00:00:06.579778,11,1,0.288910497927388,12,18,0.16220335537577912,COMPLETE
361,234.34241760112565,2025-11-16 02:25:21.899671,2025-11-16 02:25:29.492658,0 days 00:00:07.592987,10,1,0.24919742854132118,12,21,0.14670393178604477,COMPLETE
362,242.61857035608168,2025-11-16 02:25:29.595836,2025-11-16 02:25:37.845473,0 days 00:00:08.249637,10,2,0.3739512368044486,12,16,0.2361211750619715,COMPLETE
363,248.4175893159739,2025-11-16 02:25:37.896991,2025-11-16 02:25:46.365500,0 days 00:00:08.468509,11,1,0.4667879773262778,12,24,0.19428521551903732,COMPLETE
364,248.2357218166022,2025-11-16 02:25:46.459100,2025-11-16 02:25:52.995318,0 days 00:00:06.536218,10,2,5.661183659672461e-05,12,12,0.13356366202173978,COMPLETE
365,239.87152425408345,2025-11-16 02:25:53.035017,2025-11-16 02:26:00.122302,0 days 00:00:07.087285,11,1,0.20709823618843057,12,20,0.2079680715097087,COMPLETE
366,232.21525340058935,2025-11-16 02:26:00.162578,2025-11-16 02:26:08.796111,0 days 00:00:08.633533,8,2,0.31271047915569605,12,17,0.27145628540641537,COMPLETE
367,235.66115994155388,2025-11-16 02:26:08.874180,2025-11-16 02:26:14.208114,0 days 00:00:05.333934,10,1,0.1145589338674749,12,15,0.176694229039787,COMPLETE
368,237.99628210297624,2025-11-16 02:26:14.355350,2025-11-16 02:26:25.600722,0 days 00:00:11.245372,9,2,0.5655529771539335,12,22,0.4057289754720143,COMPLETE
369,253.03867306364774,2025-11-16 02:26:25.641215,2025-11-16 02:26:32.280150,0 days 00:00:06.638935,10,1,0.16004806085433157,12,19,0.29197045975803826,COMPLETE
370,275.1101503184311,2025-11-16 02:26:32.334048,2025-11-16 02:26:38.821313,0 days 00:00:06.487265,6,2,0.39471768187004413,12,13,0.3587051956329722,COMPLETE
371,258.7233577830938,2025-11-16 02:26:38.886647,2025-11-16 02:27:45.275747,0 days 00:01:06.389100,7,17,0.26327634910714487,12,24,0.31967054284569824,COMPLETE
372,218.79782631142152,2025-11-16 02:27:45.312367,2025-11-16 02:27:49.290943,0 days 00:00:03.978576,9,1,0.49575212302266874,12,11,0.3945011604462946,COMPLETE
373,234.64546180345687,2025-11-16 02:27:49.330029,2025-11-16 02:27:52.860436,0 days 00:00:03.530407,9,1,0.5202357762347178,12,10,0.7693318187978133,COMPLETE
374,206.07607127297806,2025-11-16 02:27:52.898343,2025-11-16 02:27:56.420671,0 days 00:00:03.522328,8,1,0.47041516257084603,12,10,0.43437170184599727,COMPLETE
375,248.0902813455702,2025-11-16 02:27:56.460063,2025-11-16 02:27:59.561534,0 days 00:00:03.101471,8,1,0.0020802640700697955,12,9,0.40779046911714034,COMPLETE
376,223.8699314218728,2025-11-16 02:27:59.603876,2025-11-16 02:28:03.611855,0 days 00:00:04.007979,9,1,0.629293441181549,12,11,0.43788514531626205,COMPLETE
377,222.52103010462844,2025-11-16 02:28:03.652356,2025-11-16 02:28:05.091279,0 days 00:00:01.438923,8,1,0.5958438358804334,11,7,0.4104434248122127,COMPLETE
378,268.75777572557,2025-11-16 02:28:05.152276,2025-11-16 02:28:06.681626,0 days 00:00:01.529350,8,1,0.6739176554212091,11,8,0.4522569730549366,COMPLETE
379,238.56187202997035,2025-11-16 02:28:06.721968,2025-11-16 02:28:08.154132,0 days 00:00:01.432164,9,1,0.5921811707920228,11,7,0.43184122498340277,COMPLETE
380,289.88592958344765,2025-11-16 02:28:08.211170,2025-11-16 02:28:09.354813,0 days 00:00:01.143643,7,1,0.7929285377806377,11,5,0.4694551387151732,COMPLETE
381,231.3027493154455,2025-11-16 02:28:09.401961,2025-11-16 02:28:10.622632,0 days 00:00:01.220671,9,1,0.6024071433282594,11,6,0.4307154883939906,COMPLETE
382,224.94455999801357,2025-11-16 02:28:10.707953,2025-11-16 02:28:12.841999,0 days 00:00:02.134046,8,1,0.5155671041767372,11,11,0.411735981621229,COMPLETE
383,220.81815904577357,2025-11-16 02:28:12.888596,2025-11-16 02:28:14.340773,0 days 00:00:01.452177,9,1,0.961536624196103,11,7,0.44251450767867206,COMPLETE
384,228.65353340742686,2025-11-16 02:28:14.376046,2025-11-16 02:28:15.808506,0 days 00:00:01.432460,9,1,0.9797041961688228,11,7,0.45736699139126724,COMPLETE
385,263.5644663858187,2025-11-16 02:28:15.857519,2025-11-16 02:28:17.088859,0 days 00:00:01.231340,8,1,0.8397069712905514,10,7,0.44510156736204337,COMPLETE
386,246.63537488645707,2025-11-16 02:28:17.127034,2025-11-16 02:28:18.859189,0 days 00:00:01.732155,9,1,0.7671758516120799,11,9,0.4217437381409365,COMPLETE
387,240.9439965865541,2025-11-16 02:28:18.950856,2025-11-16 02:28:20.493320,0 days 00:00:01.542464,8,1,0.6800315079474589,11,8,0.42419934210817056,COMPLETE
388,228.67429242549787,2025-11-16 02:28:20.534644,2025-11-16 02:28:21.913877,0 days 00:00:01.379233,9,1,0.8956487079670111,11,6,0.4437848045848138,COMPLETE
389,287.7533114483252,2025-11-16 02:28:21.953686,2025-11-16 02:28:23.786416,0 days 00:00:01.832730,7,1,0.6497204674607925,11,10,0.4677923690925786,COMPLETE
390,280.80602386790576,2025-11-16 02:28:23.823471,2025-11-16 02:28:25.226322,0 days 00:00:01.402851,21,1,0.9924562431414701,10,11,0.42152204831643864,COMPLETE
391,230.77254847017684,2025-11-16 02:28:25.296567,2025-11-16 02:28:26.570146,0 days 00:00:01.273579,9,1,0.46667754271413886,11,5,0.4027699075380025,COMPLETE
392,240.91453483420673,2025-11-16 02:28:26.605798,2025-11-16 02:28:29.327582,0 days 00:00:02.721784,8,2,0.5874311292344451,11,11,0.4395159258764154,COMPLETE
393,252.38628570980592,2025-11-16 02:28:29.368093,2025-11-16 02:28:49.806940,0 days 00:00:20.438847,9,26,0.42464411654774337,11,12,0.395772510722653,COMPLETE
394,251.98086875094236,2025-11-16 02:28:49.846001,2025-11-16 02:28:55.024428,0 days 00:00:05.178427,7,2,0.5145290870701104,12,10,0.4940155287341901,COMPLETE
395,241.03593790209985,2025-11-16 02:28:55.065797,2025-11-16 02:28:58.027722,0 days 00:00:02.961925,8,1,0.6710230881738504,12,8,0.4229740811514291,COMPLETE
396,240.91499636779378,2025-11-16 02:28:58.068674,2025-11-16 02:28:59.963580,0 days 00:00:01.894906,10,2,0.4172581083509206,11,6,0.4490145919732588,COMPLETE
397,216.18147146367386,2025-11-16 02:29:00.012367,2025-11-16 02:29:03.448528,0 days 00:00:03.436161,9,1,0.5231563964200044,12,9,0.39594659689730055,COMPLETE
398,228.66976108190957,2025-11-16 02:29:03.488385,2025-11-16 02:29:06.616662,0 days 00:00:03.128277,9,1,0.7752186438741689,12,9,0.3975125472179082,COMPLETE
399,227.89722540837238,2025-11-16 02:29:06.756984,2025-11-16 02:29:10.709611,0 days 00:00:03.952627,10,2,0.5568974719866726,12,7,0.4261865138752214,COMPLETE
