number,value,datetime_start,datetime_complete,duration,params_criterion,params_lags,params_lags_past_covariates,params_min_samples_leaf,params_min_samples_split,params_n_estimators,params_usar_max_depth,state
347,211.36593599871358,2025-11-15 19:41:43.317557,2025-11-15 19:42:15.323475,0 days 00:00:32.005918,absolute_error,10,5,18,34,309,True,COMPLETE
348,215.40611541250442,2025-11-15 19:42:15.338522,2025-11-15 19:42:55.454957,0 days 00:00:40.116435,absolute_error,11,2,20,31,558,True,COMPLETE
349,276.68104340327676,2025-11-15 19:42:55.552899,2025-11-15 19:43:39.144448,0 days 00:00:43.591549,absolute_error,10,6,19,32,355,True,COMPLETE
350,204.89533125943558,2025-11-15 19:43:39.212140,2025-11-15 19:44:19.710899,0 days 00:00:40.498759,absolute_error,11,4,18,15,422,True,COMPLETE
351,211.21583352084332,2025-11-15 19:44:19.756579,2025-11-15 19:44:55.525737,0 days 00:00:35.769158,absolute_error,11,3,18,38,418,True,COMPLETE
352,205.30027139252442,2025-11-15 19:44:55.550027,2025-11-15 19:45:37.396048,0 days 00:00:41.846021,absolute_error,10,4,18,17,448,True,COMPLETE
353,211.18085611632318,2025-11-15 19:45:37.541788,2025-11-15 19:46:26.701028,0 days 00:00:49.159240,absolute_error,11,5,18,15,478,True,COMPLETE
354,232.48390074790638,2025-11-15 19:46:26.791900,2025-11-15 19:46:56.986115,0 days 00:00:30.194215,squared_error,10,5,18,15,539,True,COMPLETE
355,206.61637376756045,2025-11-15 19:46:56.998377,2025-11-15 19:47:33.991588,0 days 00:00:36.993211,absolute_error,8,4,20,35,394,True,COMPLETE
356,205.573842254293,2025-11-15 19:47:34.030774,2025-11-15 19:48:04.751495,0 days 00:00:30.720721,absolute_error,11,3,20,28,340,True,COMPLETE
357,264.3092428448826,2025-11-15 19:48:04.816181,2025-11-15 19:48:47.548807,0 days 00:00:42.732626,absolute_error,25,4,19,32,427,True,COMPLETE
358,225.79263648251066,2025-11-15 19:48:47.562057,2025-11-15 19:48:54.529149,0 days 00:00:06.967092,absolute_error,9,3,18,16,19,True,COMPLETE
359,208.2014035221269,2025-11-15 19:48:54.542289,2025-11-15 19:49:31.200378,0 days 00:00:36.658089,absolute_error,10,4,19,15,373,True,COMPLETE
360,211.94789743404013,2025-11-15 19:49:31.214239,2025-11-15 19:50:08.185403,0 days 00:00:36.971164,absolute_error,11,2,19,36,490,True,COMPLETE
361,277.06152886671424,2025-11-15 19:50:08.244762,2025-11-15 19:50:45.228473,0 days 00:00:36.983711,absolute_error,17,6,20,16,305,True,COMPLETE
362,232.04663941857893,2025-11-15 19:50:45.257040,2025-11-15 19:51:08.372151,0 days 00:00:23.115111,friedman_mse,11,5,18,17,398,True,COMPLETE
363,214.0462862654944,2025-11-15 19:51:08.452631,2025-11-15 19:51:43.024099,0 days 00:00:34.571468,absolute_error,10,4,19,18,330,True,COMPLETE
364,272.83147034114296,2025-11-15 19:51:43.042844,2025-11-15 19:53:26.191532,0 days 00:01:43.148688,absolute_error,9,17,20,33,470,True,COMPLETE
365,215.35948352917913,2025-11-15 19:53:26.204504,2025-11-15 19:54:24.244143,0 days 00:00:58.039639,absolute_error,12,5,18,18,543,True,COMPLETE
366,203.30903734227667,2025-11-15 19:54:24.260081,2025-11-15 19:54:52.136523,0 days 00:00:27.876442,absolute_error,11,4,19,29,295,True,COMPLETE
367,220.2085856722552,2025-11-15 19:54:52.169356,2025-11-15 19:55:16.476089,0 days 00:00:24.306733,absolute_error,10,3,19,29,285,True,COMPLETE
368,211.64890432075555,2025-11-15 19:55:16.518761,2025-11-15 19:55:40.368978,0 days 00:00:23.850217,absolute_error,11,3,20,30,295,True,COMPLETE
369,212.37310145017437,2025-11-15 19:55:40.392762,2025-11-15 19:56:14.734595,0 days 00:00:34.341833,absolute_error,12,5,19,27,329,True,COMPLETE
370,210.49204485919603,2025-11-15 19:56:14.755056,2025-11-15 19:56:41.446150,0 days 00:00:26.691094,absolute_error,7,4,19,30,293,True,COMPLETE
371,274.7702930289436,2025-11-15 19:56:41.494494,2025-11-15 19:57:41.495192,0 days 00:01:00.000698,absolute_error,9,9,20,42,431,True,COMPLETE
372,214.07238766302257,2025-11-15 19:57:41.608075,2025-11-15 19:58:13.976156,0 days 00:00:32.368081,absolute_error,10,4,12,15,318,True,COMPLETE
373,266.1483971690777,2025-11-15 19:58:14.037241,2025-11-15 20:00:01.241646,0 days 00:01:47.204405,absolute_error,11,25,19,28,356,True,COMPLETE
374,210.04615771508247,2025-11-15 20:00:01.300126,2025-11-15 20:00:41.827920,0 days 00:00:40.527794,absolute_error,12,3,20,32,490,True,COMPLETE
375,210.0089067711042,2025-11-15 20:00:41.846853,2025-11-15 20:01:07.862487,0 days 00:00:26.015634,absolute_error,11,5,19,17,232,True,COMPLETE
376,219.073033959829,2025-11-15 20:01:07.929836,2025-11-15 20:01:34.146676,0 days 00:00:26.216840,absolute_error,10,4,19,20,275,True,COMPLETE
377,221.68667995713244,2025-11-15 20:01:34.162121,2025-11-15 20:01:42.778591,0 days 00:00:08.616470,absolute_error,9,2,19,37,77,True,COMPLETE
378,286.671894009657,2025-11-15 20:01:42.826972,2025-11-15 20:02:13.236452,0 days 00:00:30.409480,squared_error,11,6,20,29,567,True,COMPLETE
379,208.83163561076603,2025-11-15 20:02:13.335192,2025-11-15 20:02:57.211699,0 days 00:00:43.876507,absolute_error,12,3,19,31,510,True,COMPLETE
380,211.3811137430968,2025-11-15 20:02:57.246477,2025-11-15 20:03:43.529867,0 days 00:00:46.283390,absolute_error,11,5,18,16,451,True,COMPLETE
381,215.20028138228432,2025-11-15 20:03:43.666142,2025-11-15 20:04:11.922769,0 days 00:00:28.256627,absolute_error,10,4,20,19,314,True,COMPLETE
382,213.3762613938856,2025-11-15 20:04:11.936241,2025-11-15 20:04:53.580562,0 days 00:00:41.644321,absolute_error,8,5,18,18,396,True,COMPLETE
383,207.31905348784585,2025-11-15 20:04:53.620538,2025-11-15 20:05:28.928978,0 days 00:00:35.308440,absolute_error,12,4,20,33,349,True,COMPLETE
384,211.44184892736,2025-11-15 20:05:28.942730,2025-11-15 20:05:52.153116,0 days 00:00:23.210386,absolute_error,9,3,19,28,282,True,COMPLETE
385,200.3621010765068,2025-11-15 20:05:52.230338,2025-11-15 20:06:17.123384,0 days 00:00:24.893046,absolute_error,11,4,19,15,242,True,COMPLETE
386,228.99040214371115,2025-11-15 20:06:17.184146,2025-11-15 20:06:42.368248,0 days 00:00:25.184102,absolute_error,10,2,2,16,213,True,COMPLETE
387,232.00189293653358,2025-11-15 20:06:42.444103,2025-11-15 20:06:57.677658,0 days 00:00:15.233555,friedman_mse,11,5,19,20,265,True,COMPLETE
388,206.72383730643432,2025-11-15 20:06:57.690586,2025-11-15 20:07:19.640290,0 days 00:00:21.949704,absolute_error,12,3,19,17,239,True,COMPLETE
389,220.07834067119842,2025-11-15 20:07:19.685871,2025-11-15 20:07:43.456115,0 days 00:00:23.770244,absolute_error,7,4,20,14,236,True,COMPLETE
390,210.8785476666717,2025-11-15 20:07:43.534371,2025-11-15 20:08:14.619800,0 days 00:00:31.085429,absolute_error,11,5,19,19,295,True,COMPLETE
391,217.25017475105983,2025-11-15 20:08:14.708092,2025-11-15 20:08:36.159999,0 days 00:00:21.451907,absolute_error,9,4,20,30,180,True,COMPLETE
392,277.8188688670615,2025-11-15 20:08:36.180833,2025-11-15 20:09:07.760694,0 days 00:00:31.579861,absolute_error,10,6,19,35,258,True,COMPLETE
393,283.7711401952085,2025-11-15 20:09:07.832563,2025-11-15 20:09:15.911562,0 days 00:00:08.078999,absolute_error,13,10,19,70,12,True,COMPLETE
394,217.6180223993071,2025-11-15 20:09:16.019101,2025-11-15 20:09:37.009841,0 days 00:00:20.990740,absolute_error,12,3,20,26,209,True,COMPLETE
395,215.14762325310556,2025-11-15 20:09:37.022714,2025-11-15 20:10:07.274762,0 days 00:00:30.252048,absolute_error,10,4,19,18,320,True,COMPLETE
396,221.08182062298607,2025-11-15 20:10:07.296116,2025-11-15 20:10:42.626741,0 days 00:00:35.330625,absolute_error,11,4,5,17,285,True,COMPLETE
397,204.94960090108012,2025-11-15 20:10:42.722919,2025-11-15 20:11:03.827677,0 days 00:00:21.104758,absolute_error,8,3,20,19,232,True,COMPLETE
398,214.6667304607155,2025-11-15 20:11:03.920314,2025-11-15 20:11:43.055026,0 days 00:00:39.134712,absolute_error,10,5,19,15,349,True,COMPLETE
399,211.27124994162423,2025-11-15 20:11:43.071711,2025-11-15 20:12:10.559815,0 days 00:00:27.488104,absolute_error,12,5,19,16,247,True,COMPLETE
