number,value,datetime_start,datetime_complete,duration,params_criterion,params_lags,params_lags_past_covariates,params_min_samples_leaf,params_min_samples_split,params_n_estimators,params_usar_max_depth,state
354,257.14511485987714,2025-11-15 16:43:28.282160,2025-11-15 16:43:35.291272,0 days 00:00:07.009112,poisson,10,8,3,10,11,True,COMPLETE
355,222.9301176479126,2025-11-15 16:43:35.409573,2025-11-15 16:44:15.943797,0 days 00:00:40.534224,poisson,9,8,4,19,407,True,COMPLETE
356,234.63773940788752,2025-11-15 16:44:15.990353,2025-11-15 16:44:23.353004,0 days 00:00:07.362651,poisson,10,6,1,25,13,True,COMPLETE
357,220.0901315078686,2025-11-15 16:44:23.365352,2025-11-15 16:44:33.852590,0 days 00:00:10.487238,poisson,8,9,2,30,70,True,COMPLETE
358,266.40305773918385,2025-11-15 16:44:33.879568,2025-11-15 16:44:41.626170,0 days 00:00:07.746602,poisson,8,10,3,32,14,True,COMPLETE
359,229.6411105205782,2025-11-15 16:44:41.639975,2025-11-15 16:44:48.478182,0 days 00:00:06.838207,poisson,8,8,2,34,11,True,COMPLETE
360,216.9306862758869,2025-11-15 16:44:48.551736,2025-11-15 16:44:56.183974,0 days 00:00:07.632238,poisson,7,9,1,10,12,True,COMPLETE
361,218.68566540124456,2025-11-15 16:44:56.265825,2025-11-15 16:45:03.466531,0 days 00:00:07.200706,friedman_mse,9,7,2,29,15,True,COMPLETE
362,244.6390153375543,2025-11-15 16:45:03.525493,2025-11-15 16:45:11.265884,0 days 00:00:07.740391,poisson,6,9,3,31,11,True,COMPLETE
363,212.09994130311225,2025-11-15 16:45:11.378753,2025-11-15 16:45:19.132216,0 days 00:00:07.753463,poisson,9,8,3,27,10,True,COMPLETE
364,255.9468211713018,2025-11-15 16:45:19.145912,2025-11-15 16:45:26.968021,0 days 00:00:07.822109,poisson,8,10,2,23,13,True,COMPLETE
365,225.26620442484577,2025-11-15 16:45:26.986834,2025-11-15 16:45:34.557737,0 days 00:00:07.570903,poisson,7,6,2,24,12,True,COMPLETE
366,238.44363911389797,2025-11-15 16:45:34.620889,2025-11-15 16:45:42.046034,0 days 00:00:07.425145,poisson,6,11,4,26,10,True,COMPLETE
367,222.60260646312378,2025-11-15 16:45:42.090650,2025-11-15 16:45:50.557974,0 days 00:00:08.467324,poisson,10,18,2,30,11,True,COMPLETE
368,236.18174968489552,2025-11-15 16:45:50.665762,2025-11-15 16:45:59.273975,0 days 00:00:08.608213,poisson,7,7,3,35,37,True,COMPLETE
369,212.22035411788312,2025-11-15 16:45:59.320654,2025-11-15 16:46:06.380534,0 days 00:00:07.059880,poisson,8,8,3,16,11,True,COMPLETE
370,251.51774981346844,2025-11-15 16:46:06.446717,2025-11-15 16:46:14.074276,0 days 00:00:07.627559,poisson,5,10,2,28,13,True,COMPLETE
371,242.88797022543417,2025-11-15 16:46:14.123561,2025-11-15 16:46:21.107093,0 days 00:00:06.983532,poisson,4,9,1,33,10,True,COMPLETE
372,271.1043853246256,2025-11-15 16:46:21.255980,2025-11-15 16:46:28.150456,0 days 00:00:06.894476,poisson,17,8,3,31,12,True,COMPLETE
373,246.21528077069337,2025-11-15 16:46:28.190399,2025-11-15 16:46:38.320339,0 days 00:00:10.129940,absolute_error,7,9,4,25,14,True,COMPLETE
374,221.48270363589222,2025-11-15 16:46:38.333400,2025-11-15 16:46:45.359031,0 days 00:00:07.025631,poisson,9,7,1,29,10,True,COMPLETE
375,244.06725638489223,2025-11-15 16:46:45.451512,2025-11-15 16:46:52.488667,0 days 00:00:07.037155,poisson,11,6,2,18,11,False,COMPLETE
376,207.53846691414736,2025-11-15 16:46:52.522180,2025-11-15 16:46:59.732948,0 days 00:00:07.210768,poisson,8,11,4,27,15,True,COMPLETE
377,256.95545043652476,2025-11-15 16:46:59.745510,2025-11-15 16:47:07.526877,0 days 00:00:07.781367,squared_error,8,11,4,22,15,True,COMPLETE
378,224.87919309059188,2025-11-15 16:47:07.539697,2025-11-15 16:47:14.415750,0 days 00:00:06.876053,poisson,7,8,4,27,14,True,COMPLETE
379,256.99766314205806,2025-11-15 16:47:14.479935,2025-11-15 16:47:22.173108,0 days 00:00:07.693173,poisson,6,9,4,26,15,True,COMPLETE
380,218.0046649198323,2025-11-15 16:47:22.185592,2025-11-15 16:47:29.689918,0 days 00:00:07.504326,poisson,9,9,2,28,15,True,COMPLETE
381,255.34199971279153,2025-11-15 16:47:29.773234,2025-11-15 16:47:37.450218,0 days 00:00:07.676984,poisson,8,10,1,27,12,True,COMPLETE
382,224.35231059403395,2025-11-15 16:47:37.505054,2025-11-15 16:47:48.244496,0 days 00:00:10.739442,poisson,7,10,2,25,59,False,COMPLETE
383,262.87763272872246,2025-11-15 16:47:48.281889,2025-11-15 16:47:55.313089,0 days 00:00:07.031200,poisson,15,12,3,30,13,True,COMPLETE
384,244.28011494686885,2025-11-15 16:47:55.437027,2025-11-15 16:48:02.528675,0 days 00:00:07.091648,poisson,6,9,4,29,10,True,COMPLETE
385,226.48539403809082,2025-11-15 16:48:02.541376,2025-11-15 16:48:09.617515,0 days 00:00:07.076139,poisson,8,8,2,26,13,True,COMPLETE
386,249.38429812578903,2025-11-15 16:48:09.640188,2025-11-15 16:48:17.145957,0 days 00:00:07.505769,friedman_mse,9,11,1,28,11,True,COMPLETE
387,217.984063136104,2025-11-15 16:48:17.159944,2025-11-15 16:48:24.144851,0 days 00:00:06.984907,poisson,7,8,3,24,12,True,COMPLETE
388,251.36020885858906,2025-11-15 16:48:24.179240,2025-11-15 16:48:31.072444,0 days 00:00:06.893204,poisson,2,9,2,27,10,True,COMPLETE
389,259.67805670612324,2025-11-15 16:48:31.085190,2025-11-15 16:48:38.204184,0 days 00:00:07.118994,poisson,7,10,4,32,15,True,COMPLETE
390,264.664702062457,2025-11-15 16:48:38.225205,2025-11-15 16:48:45.552632,0 days 00:00:07.327427,poisson,10,7,3,30,13,False,COMPLETE
391,226.62750629356978,2025-11-15 16:48:45.578080,2025-11-15 16:48:52.384939,0 days 00:00:06.806859,poisson,6,9,2,28,11,True,COMPLETE
392,216.9966283978385,2025-11-15 16:48:52.397979,2025-11-15 16:48:59.352704,0 days 00:00:06.954725,poisson,16,8,1,14,12,True,COMPLETE
393,288.18164102705725,2025-11-15 16:48:59.365049,2025-11-15 16:49:06.331472,0 days 00:00:06.966423,poisson,8,10,3,29,10,True,COMPLETE
394,207.45249211132767,2025-11-15 16:49:06.344029,2025-11-15 16:49:13.396237,0 days 00:00:07.052208,poisson,8,9,2,26,11,True,COMPLETE
395,218.68420294297238,2025-11-15 16:49:13.419330,2025-11-15 16:49:21.375446,0 days 00:00:07.956116,poisson,9,7,3,26,16,True,COMPLETE
396,224.1140103053311,2025-11-15 16:49:21.388327,2025-11-15 16:49:29.190594,0 days 00:00:07.802267,poisson,8,8,1,25,12,True,COMPLETE
397,206.07873680379117,2025-11-15 16:49:29.260183,2025-11-15 16:49:38.051763,0 days 00:00:08.791580,poisson,9,8,10,22,14,True,COMPLETE
398,252.80931053287094,2025-11-15 16:49:38.127767,2025-11-15 16:49:46.208442,0 days 00:00:08.080675,poisson,10,7,2,22,14,False,COMPLETE
399,261.7165882874889,2025-11-15 16:49:46.279426,2025-11-15 16:49:56.773837,0 days 00:00:10.494411,absolute_error,9,8,9,21,15,True,COMPLETE
